a_mm,b_mm,White_Pos,Pwr_UV,Pwr_UV_Center,Uni_UV,Num_White,Total_Loss,Valid
5.25,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.71,1.45,0.375,4,1073.7157,True
7.25,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.75,1.46,0.356,4,1073.8156,True
8.75,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.5,1.44,0.389,4,1074.7308,True
1.5,11.15,"(6.5, 0.0) | (1.8, 6.2) | (-6.5, 0.0) | (-1.8, -6.2)",8.14,1.57,0.261,4,1075.029,True
2.75,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.75,1.49,0.297,4,1075.2025,True
1.5,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.76,1.5,0.265,4,1076.4209,True
7.0,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.72,1.45,0.358,4,1076.5008,True
9.75,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.19,1.42,0.438,4,1076.7588,True
9.0,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.4,1.43,0.401,4,1077.6873,True
3.75,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.64,1.45,0.34,4,1079.1078,True
5.75,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.63,1.43,0.377,4,1079.4877,True
6.75,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.67,1.44,0.361,4,1079.9484,True
1.75,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.7,1.49,0.27,4,1080.0178,True
9.25,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.28,1.42,0.415,4,1081.3944,True
3.0,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.64,1.46,0.307,4,1081.5065,True
4.5,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.54,1.43,0.366,4,1083.9638,True
5.0,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.54,1.42,0.374,4,1084.0786,True
2.0,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.63,1.47,0.276,4,1084.1126,True
6.5,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.6,1.42,0.367,4,1084.1238,True
10.0,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.02,1.4,0.437,4,1085.6295,True
9.5,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.15,1.4,0.431,4,1085.7993,True
4.0,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.5,1.43,0.351,4,1087.8258,True
5.5,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.5,1.41,0.377,4,1087.9647,True
3.25,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.53,1.44,0.317,4,1088.2125,True
2.25,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.56,1.46,0.283,4,1088.6848,True
6.25,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.51,1.41,0.374,4,1088.98,True
8.0,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.43,1.41,0.36,4,1091.6504,True
8.25,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.39,1.41,0.365,4,1091.7685,True
9.75,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.01,1.38,0.439,4,1091.9149,True
7.75,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.45,1.41,0.356,4,1092.2806,True
8.5,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.33,1.4,0.372,4,1092.6319,True
7.5,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.45,1.4,0.355,4,1093.6499,True
2.5,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.48,1.44,0.291,4,1093.7114,True
8.75,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.26,1.39,0.382,4,1094.2305,True
6.0,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.41,1.39,0.377,4,1095.0933,True
4.75,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.38,1.4,0.372,4,1095.1489,True
10.25,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.86,1.38,0.436,4,1095.269,True
3.5,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.41,1.42,0.329,4,1095.2932,True
7.25,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.43,1.4,0.356,4,1095.7468,True
9.0,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.17,1.38,0.393,4,1096.5458,True
5.25,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.36,1.39,0.377,4,1097.1369,True
4.25,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.35,1.4,0.36,4,1097.1452,True
1.25,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.45,1.44,0.265,4,1097.396,True
7.0,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.4,1.39,0.358,4,1098.5517,True
2.75,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.39,1.42,0.3,4,1099.1675,True
10.0,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.86,1.36,0.44,4,1099.5295,True
9.25,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.06,1.37,0.406,4,1099.5536,True
1.5,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.4,1.43,0.269,4,1100.2518,True
6.75,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.34,1.38,0.363,4,1102.0328,True
5.75,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.29,1.37,0.378,4,1102.4121,True
3.75,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.29,1.39,0.342,4,1102.7513,True
9.5,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.95,1.36,0.421,4,1103.2108,True
1.75,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.35,1.42,0.274,4,1103.5914,True
3.0,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.29,1.4,0.309,4,1105.0281,True
6.5,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.27,1.36,0.369,4,1106.148,True
5.0,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.2,1.36,0.376,4,1106.8907,True
4.5,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.2,1.37,0.368,4,1107.0193,True
2.0,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.29,1.41,0.28,4,1107.396,True
9.75,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.82,1.34,0.437,4,1107.4819,True
10.25,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.7,1.34,0.44,4,1108.0412,True
5.5,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.16,1.35,0.379,4,1110.4655,True
4.0,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.16,1.36,0.353,4,1110.791,True
6.25,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.18,1.35,0.377,4,1110.8503,True
3.25,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.19,1.38,0.32,4,1111.2653,True
2.25,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.22,1.39,0.287,4,1111.6479,True
8.25,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.12,1.35,0.362,4,1111.7078,True
8.0,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.15,1.35,0.358,4,1111.9596,True
8.5,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.08,1.35,0.368,4,1112.1281,True
7.75,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.16,1.35,0.355,4,1112.8854,True
8.75,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.02,1.34,0.376,4,1113.2224,True
10.0,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.69,1.32,0.442,4,1113.734,True
7.5,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.16,1.35,0.355,4,1114.4763,True
9.0,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.94,1.34,0.386,4,1114.9696,True
2.5,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.14,1.38,0.294,4,1116.3249,True
7.25,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.13,1.34,0.356,4,1116.7144,True
6.0,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.08,1.33,0.378,4,1117.0086,True
10.5,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.54,1.32,0.439,4,1117.156,True
9.25,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.85,1.33,0.398,4,1117.3533,True
4.75,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.04,1.34,0.374,4,1117.3933,True
3.5,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.08,1.35,0.331,4,1117.8521,True
5.25,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.03,1.33,0.379,4,1119.0747,True
4.25,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.02,1.34,0.362,4,1119.403,True
7.0,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.09,1.33,0.36,4,1119.5758,True
1.25,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.12,1.38,0.269,4,1119.6347,True
9.5,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.75,1.31,0.411,4,1120.3441,True
10.25,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.54,1.3,0.443,4,1121.0143,True
2.75,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.06,1.36,0.303,4,1121.4029,True
1.5,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.08,1.37,0.273,4,1122.2892,True
6.75,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.03,1.32,0.365,4,1123.0228,True
9.75,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.63,1.3,0.426,4,1123.902,True
5.75,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.97,1.31,0.379,4,1123.9922,True
3.75,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.96,1.33,0.343,4,1124.7641,True
1.75,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.03,1.36,0.278,4,1125.3929,True
3.0,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.97,1.34,0.312,4,1126.8583,True
6.5,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.96,1.31,0.372,4,1127.0205,True
10.0,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.51,1.29,0.443,4,1128.0341,True
5.0,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.88,1.3,0.379,4,1128.2883,True
4.5,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.88,1.31,0.37,4,1128.56,True
2.0,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.97,1.35,0.284,4,1128.9312,True
10.5,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.4,1.28,0.444,4,1129.0882,True
8.25,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.86,1.3,0.36,4,1130.9502,True
8.5,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.83,1.3,0.365,4,1131.0048,True
8.0,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.88,1.3,0.356,4,1131.5041,True
5.5,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.85,1.29,0.381,4,1131.5288,True
6.25,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.87,1.29,0.38,4,1131.5342,True
8.75,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.78,1.3,0.372,4,1131.6656,True
4.0,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.84,1.31,0.355,4,1132.1663,True
7.75,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.88,1.3,0.355,4,1132.6568,True
3.25,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.87,1.32,0.322,4,1132.665,True
2.25,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.91,1.33,0.291,4,1132.8853,True
9.0,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.71,1.29,0.38,4,1132.9197,True
10.25,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.38,1.27,0.445,4,1134.3038,True
7.5,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.87,1.3,0.356,4,1134.3994,True
9.25,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.64,1.28,0.391,4,1134.7585,True
7.25,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.84,1.29,0.358,4,1136.711,True
9.5,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.55,1.27,0.403,4,1137.1499,True
2.5,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.84,1.32,0.298,4,1137.2364,True
6.0,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.78,1.28,0.38,4,1137.6389,True
10.75,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.25,1.26,0.443,4,1137.6668,True
4.75,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.74,1.28,0.376,4,1138.1998,True
3.5,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.77,1.3,0.333,4,1138.7999,True
7.0,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.8,1.28,0.362,4,1139.5628,True
5.25,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.72,1.27,0.382,4,1139.6398,True
9.75,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.45,1.26,0.417,4,1140.0676,True
4.25,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.72,1.28,0.365,4,1140.1218,True
10.5,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.25,1.25,0.447,4,1141.2258,True
2.75,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.76,1.3,0.306,4,1141.9658,True
6.75,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.74,1.27,0.368,4,1142.928,True
10.0,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.34,1.25,0.433,4,1143.4749,True
5.75,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.67,1.26,0.382,4,1144.1877,True
3.75,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.66,1.28,0.345,4,1145.2385,True
6.5,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.66,1.26,0.375,4,1146.7705,True
3.0,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.67,1.29,0.315,4,1147.0513,True
10.25,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.22,1.23,0.446,4,1147.7223,True
5.0,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.59,1.25,0.381,4,1148.308,True
4.5,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.59,1.26,0.373,4,1148.6057,True
10.75,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.12,1.23,0.448,4,1148.8152,True
8.5,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.59,1.25,0.362,4,1149.2293,True
8.25,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.61,1.26,0.358,4,1149.473,True
8.75,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.55,1.25,0.368,4,1149.5262,True
8.0,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.62,1.25,0.356,4,1150.257,True
9.0,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.49,1.25,0.376,4,1150.3608,True
6.25,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.58,1.24,0.382,4,1151.2715,True
5.5,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.56,1.24,0.384,4,1151.2831,True
7.75,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.62,1.25,0.356,4,1151.5742,True
9.25,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.43,1.24,0.385,4,1151.72,True
4.0,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.55,1.25,0.357,4,1152.0592,True
3.25,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.58,1.27,0.325,4,1152.4696,True
7.5,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.6,1.24,0.357,4,1153.407,True
9.5,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.35,1.23,0.396,4,1153.585,True
10.5,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.1,1.22,0.449,4,1153.6419,True
7.25,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.56,1.24,0.36,4,1155.7325,True
9.75,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.26,1.22,0.409,4,1155.9335,True
11.0,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.98,1.21,0.447,4,1156.8702,True
6.0,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.49,1.23,0.383,4,1156.9642,True
4.75,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.45,1.23,0.38,4,1157.5691,True
3.5,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.49,1.25,0.336,4,1158.197,True
7.0,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.52,1.23,0.365,4,1158.5305,True
10.0,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.17,1.21,0.424,4,1158.7284,True
5.25,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.44,1.22,0.385,4,1158.8616,True
4.25,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.43,1.23,0.367,4,1159.4043,True
10.75,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.98,1.2,0.451,4,1160.1662,True
6.75,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.46,1.22,0.371,4,1161.7676,True
10.25,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.06,1.2,0.439,4,1161.9529,True
5.75,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.39,1.21,0.386,4,1163.1316,True
3.75,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.39,1.23,0.347,4,1164.2106,True
6.5,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.39,1.21,0.379,4,1165.3942,True
10.5,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.95,1.18,0.45,4,1166.2335,True
8.75,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.32,1.21,0.366,4,1166.7768,True
8.5,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.35,1.21,0.361,4,1166.7776,True
5.0,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.31,1.2,0.385,4,1166.9542,True
9.0,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.28,1.2,0.372,4,1167.2573,True
8.25,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.37,1.21,0.358,4,1167.2601,True
4.5,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.31,1.21,0.376,4,1167.2662,True
11.0,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.85,1.18,0.452,4,1167.2773,True
9.25,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.22,1.2,0.381,4,1168.2052,True
8.0,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.37,1.21,0.356,4,1168.2147,True
9.5,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.15,1.19,0.391,4,1169.6127,True
7.75,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.36,1.2,0.357,4,1169.6312,True
5.5,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.28,1.19,0.388,4,1169.7485,True
6.25,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.31,1.19,0.385,4,1169.7768,True
